player_id,player_name,age,position,team_name,minutes,appearances,goals,assists,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,shots_total,shots_on,minutes_90s,goals_per90,assists_per90,passes_total_per90,passes_key_per90,tackles_total_per90,tackles_interceptions_per90,shots_total_per90,progression_index,defensive_intensity,attacking_output,creativity,duel_success_rate,cluster_kmeans,cluster_hierarchical,fit_score
18961,D. Burn,33,Defender,Newcastle,2732.0,33.0,2.0,2.0,1496.0,10.0,0.0,61.0,25.0,37.0,302.0,176.0,6.0,4.0,11.0,32.0,17.0,6.0,30.355555555555554,0.06588579795021962,0.06588579795021962,49.28257686676428,0.32942898975109813,2.0095168374816983,1.218887262079063,0.5600292825768668,-0.3076061864111258,0.6327939259950622,-0.360268508026488,-0.9047891571382701,0.7409867576547147,1,1,0.3588288555373669
2806,F. Schär,34,Defender,Newcastle,3054.0,36.0,4.0,1.0,2099.0,10.0,48.0,42.0,38.0,36.0,299.0,151.0,21.0,13.0,26.0,38.0,23.0,9.0,33.93333333333333,0.11787819253438116,0.02946954813359529,61.856581532416506,0.29469548133595286,1.2377210216110022,1.0609037328094304,0.6777996070726916,1.1066614333926656,-0.11146945043497705,-0.2224345368712062,-0.9540869356284101,-0.006347388379067308,1,1,0.6370323727216575
10135,Bruno Guimarães,28,Midfielder,Newcastle,3268.0,37.0,7.0,8.0,2260.0,62.0,51.0,88.0,14.0,34.0,503.0,285.0,113.0,72.0,108.0,50.0,32.0,16.0,36.31111111111111,0.19277845777233782,0.22031823745410037,62.23990208078335,1.7074663402692778,2.423500611995104,0.9363525091799266,0.8812729498164015,2.994846614165862,0.782322165766685,0.22963126403108164,1.0510794883499683,0.592706173124202,2,2,0.7562308914527619
328105,L. Miley,19,Midfielder,Newcastle,1205.0,18.0,1.0,3.0,524.0,12.0,0.0,33.0,3.0,8.0,110.0,58.0,16.0,8.0,6.0,5.0,6.0,3.0,13.38888888888889,0.07468879668049792,0.22406639004149376,39.13692946058091,0.896265560165975,2.4647302904564317,0.5975103734439834,0.4481327800829875,-0.3076061864111258,0.5899702709536052,-0.30719266562378783,-0.10026968981493653,0.17863528951290236,1,1,0.017883314879149237
723,Joelinton,29,Midfielder,Newcastle,1282.0,20.0,2.0,1.0,613.0,23.0,0.0,39.0,7.0,19.0,219.0,96.0,28.0,17.0,23.0,28.0,15.0,9.0,14.244444444444444,0.140405616224649,0.0702028081123245,43.03432137285492,1.6146645865834635,2.7379095163806553,1.3338533541341655,1.0530421216848675,-0.3076061864111258,1.18700982587189,0.18556099540905058,0.9193645967237328,-0.6519314076375536,3,4,-0.367354061459356
18778,H. Barnes,28,Midfielder,Newcastle,794.0,21.0,5.0,3.0,254.0,13.0,0.0,6.0,0.0,5.0,81.0,38.0,21.0,7.0,21.0,5.0,18.0,12.0,8.822222222222223,0.5667506297229219,0.34005037783375314,28.79093198992443,1.473551637279597,0.6801007556675063,0.5667506297229219,2.040302267002519,-0.3076061864111258,-0.8633817046965548,1.8555225928172636,0.7190809157973624,-0.391161347987839,0,0,-0.37331139775781974
19163,J. Murphy,30,Midfielder,Newcastle,1193.0,21.0,3.0,7.0,421.0,31.0,0.0,20.0,0.0,5.0,110.0,52.0,26.0,13.0,15.0,7.0,21.0,10.0,13.255555555555556,0.22632020117351215,0.5280804694048616,31.76026823134954,2.338642078792959,1.5088013411567476,0.3772003352891869,1.584241408214585,-0.3076061864111258,-0.3216573418035624,1.1951205038045976,1.9469164816703208,-0.3424426763799692,0,4,-0.3654102888977253
19192,J. Ramsey,24,Midfielder,Newcastle,856.0,16.0,1.0,1.0,310.0,11.0,0.0,16.0,2.0,3.0,93.0,41.0,19.0,8.0,12.0,7.0,15.0,5.0,9.511111111111111,0.10514018691588785,0.10514018691588785,32.59345794392523,1.1565420560747663,1.6822429906542056,0.31542056074766356,1.5771028037383177,-0.3076061864111258,-0.24092140625318423,0.6538989973187211,0.26914456250132307,-0.6537959999719862,0,4,-0.7354225315478665
153430,A. Elanga,23,Attacker,Newcastle,2434.0,36.0,5.0,9.0,645.0,33.0,0.0,33.0,2.0,8.0,233.0,104.0,70.0,28.0,26.0,9.0,43.0,23.0,27.044444444444444,0.1848808545603944,0.33278553820870993,23.849630238290878,1.2202136400986032,1.2202136400986032,0.29580936729663104,1.589975349219392,-0.3076061864111258,-0.6101641402790828,0.9711742450370456,0.3595145766043258,-0.5740328834434678,0,4,-0.586510342032423
138787,A. Gordon,24,Attacker,Newcastle,2900.0,35.0,11.0,10.0,922.0,57.0,0.0,55.0,0.0,7.0,377.0,183.0,110.0,53.0,66.0,38.0,55.0,31.0,32.22222222222222,0.3413793103448276,0.3103448275862069,28.613793103448277,1.7689655172413794,1.706896551724138,0.21724137931034485,1.706896551724138,-0.3076061864111258,-0.2511333492824214,1.2484801294501766,1.138366173226714,-0.1914954878475103,0,4,-0.363219066556892
